views,likes,dislikes,comments
961548,3400,634,817
734551,25075,292,3783
1439913,103659,5560,11042
297266,2225,243,343
322174,6975,202,591
464098,13506,471,2516
389806,1892,216,563
146362,183,54,158
170654,100,33,81
53096,740,16,31
219629,3174,145,1754
213462,8165,867,1126
588526,54051,513,2928
335950,4385,196,555
2550370,46905,7058,8342
7877,43,1,26
755444,8926,814,807
1258600,49662,1215,5831
437785,8135,992,2863
976869,61587,1858,16105
101860,6956,45,800
920134,6667,922,1160
424084,7705,129,1184
140084,2153,642,645
2330446,28194,1047,1615
202716,4604,44,201
223760,6096,118,1222
1728653,13048,884,2221
298581,17896,190,747
640148,25572,391,1811
342220,7457,653,1434
167866,7480,112,849
261617,1394,147,287
189038,6527,102,1593
268823,9876,384,3799
197978,10802,165,1201
261830,1020,170,169
169710,827,174,85
314702,9535,128,1163
186601,2492,45,934
3229807,9396,1701,1638
1300933,55606,1329,7076
408878,4815,57,218
920229,16464,654,2866
453140,2833,4128,1601
650225,16592,1994,3108
1354057,6643,612,1704
7823823,189086,4204,16829
306648,13976,159,952
1373350,18559,478,1900
2032868,21190,841,2250
705414,13479,372,1874
1088743,55908,1629,14960
1170545,9385,1064,764
259280,14207,161,2650
879512,18980,810,7645
156601,6859,48,865
623313,11776,858,4082
971449,11937,508,542
109220,1667,20,270
2109847,103826,1223,5381
1528744,10105,3259,6032
844966,35145,431,16259
149750,4465,33,767
88798,597,41,68
604565,10175,883,895
2590201,44397,3396,6604
508569,12313,352,567
447303,2709,311,795
126167,587,40,51
385248,18296,344,2313
125471,1354,113,138
1968329,11608,2619,2831
502065,25110,255,4186
254609,1747,172,525
307789,2475,369,549
342566,1554,300,417
85741,47,27,64
34078,170,15,133
18501488,175438,14662,11946
127549,7700,219,1286
85786,1023,17,49
238245,6652,203,1552
337973,1673,246,261
463426,20944,247,914
287194,5913,499,3094
358673,1712,245,368
930171,10344,445,2266
407828,5747,965,718
335725,3020,74,512
484958,10092,514,1296
257200,12706,157,450
419933,2659,301,604
533298,3670,479,603
3613166,383801,9014,36092
438632,5273,207,318
395089,11359,278,2747
213641,11019,191,1363
119981,3776,67,891
374395,16465,2749,1405
19936,96,42,51
241705,10931,386,2332
491427,9554,1355,4629
68646,2166,11,355
1358172,122187,4532,52706
464657,4185,453,625
375722,1767,149,251
800362,16002,965,4475
87927,1012,30,245
171386,9232,215,2386
14775,287,1,15
172500,6967,410,706
21295,107,8,39
431581,12763,152,2263
196164,5339,239,604
145153,0,0,480
258112,1244,650,359
315215,5163,204,1937
20648,734,11,126
11161971,218636,5211,18871
909430,33289,390,2138
1162147,15523,1326,15673
1054637,45134,1306,9628
1088359,39317,1166,10625
535998,12421,255,1654
1826237,116831,3417,11592
1151534,11293,462,957
371602,12535,5071,1768
1746914,22321,602,2331
433589,20046,272,3458
241110,15080,238,2428
1644718,11789,1436,906
807654,31248,469,1782
30936,1157,9,50
2458004,41107,1260,1603
91205,1343,31,293
168403,1813,23,503
68173,35,23,39
542916,2859,536,1245
539911,21140,431,1560
238066,1263,98,143
179051,4952,42,285
67909,385,32,45
78407,2155,26,141
92492,983,98,115
128150,669,53,68
77508,4649,74,1621
313884,2071,46,175
154628,1638,16,109
80003,1053,16,133
559366,2976,893,260
71934,5535,60,910
290591,9315,294,2521
151369,3787,103,1370
37528,0,0,35
319494,9664,409,781
2276437,108097,1329,5577
185299,4654,75,1040
52898,5653,36,1528
68604,1432,83,822
1731217,11318,3751,6683
854432,35842,517,5147
167469,4003,365,2920
253174,24995,115,2179
511392,3873,347,920
349896,2543,247,1012
24688,395,14,0
347926,8154,278,1940
340456,1247,225,730
170259,8357,940,1445
109105,10155,63,1562
59352,1080,54,92
2822463,47668,3741,7158
386497,14557,186,3299
89161,1021,31,142
355915,11522,519,3171
484708,3148,456,502
24736,0,0,107
72484,2826,380,1867
84319,91,10,60
477267,2136,329,469
392977,1304,80,102
78450,3339,86,714
654257,23632,4712,2208
123169,1277,73,263
89337,5854,96,1125
309398,2475,370,458
112513,279,55,147
429637,1805,371,461
15557,1351,25,125
319683,14739,221,1989
19234147,182283,15325,11852
19716689,975747,9119,127045
13411878,235580,5748,20564
1613284,19507,1832,19050
1162433,41925,506,2725
394923,2688,605,2893
2164758,60952,3102,16558
1444840,55426,1767,11267
219435,7342,226,2268
769701,32402,611,4817
309830,2738,104,280
77995,2184,15,87
637345,14014,330,1788
2813268,152530,5185,14509
206526,11394,150,2936
403973,12794,162,1137
274008,5253,106,266
141320,4164,61,957
963582,10431,316,748
550291,81787,1085,5989
478405,14678,5210,2171
503188,16970,576,1831
163279,2732,242,526
83868,372,56,56
781366,4063,894,1980
3311448,49238,1832,1996
446440,10733,343,944
192651,4369,303,1052
716764,25583,568,1806
476250,21321,314,3603
52765,424,19,151
2062884,25348,709,2592
70816,47,24,45
235369,2442,43,724
32984,1370,32,0
936013,8948,1756,1089
603366,9085,959,5261
118901,1660,39,337
93143,862,94,121
713136,29724,333,4442
137878,713,46,79
1025461,36843,594,1964
310350,1578,123,164
50561,240,61,216
347753,2386,73,221
571962,3819,957,230
163606,6238,62,825
572922,24772,350,3624
120230,0,0,115
436444,2050,286,523
77313,774,30,207
324223,8397,252,1547
315688,6518,150,1164
42546,1450,10,94
150277,4336,557,2833
628833,18359,1091,3974
201651,7724,111,1138
1980157,14032,1785,1114
137808,8369,132,1319
211476,2230,193,218
166840,8708,139,5529
109717,7410,107,1058
330128,11886,1950,2089
137357,1531,35,119
622756,20377,262,4019
139445,3649,129,993
30180849,1242233,16902,158047
1233104,61208,2079,14315
395555,14094,717,7407
689507,3610,810,3757
404427,9699,442,3075
1304168,57263,1319,12285
203330,7748,211,1311
684551,17966,265,1438
1809206,20896,2047,20020
951968,36914,740,5335
88314,1477,57,337
1339787,47871,597,3099
14160344,244404,6085,21198
75893,98,22,169
1250660,21567,2543,8889
571445,5333,676,874
45607,183,35,69
443983,4078,248,470
673940,7039,291,2068
1163186,39603,539,5138
652739,6198,225,1174
110242,2821,18,110
89251,876,63,142
240943,9576,138,708
125743,6402,77,1236
784979,22810,859,2253
408527,7782,170,843
302559,14407,143,1762
411888,2297,420,320
186769,2355,196,641
253710,3701,333,975
561948,11333,433,1756
549462,2915,835,223
956095,17460,618,1420
65309,941,47,201
351182,2645,93,187
401736,7590,184,338
814547,43652,21304,21414
3029982,159998,5509,15019
207145,5711,128,1180
80361,4398,226,685
544713,4559,422,1386
231084,1342,118,163
107802,165,20,15
255024,12598,174,3188
920615,9920,475,2088
287230,2172,129,614
174112,4801,67,1085
43096,316,92,235
335192,8628,139,487
1017275,5331,1245,2475
1007575,10772,331,768
168393,1323,23,760
549258,15579,5261,2364
44859,264,52,63
1071030,5438,539,1416
104845,1462,77,44
100842,5301,470,770
95346,741,89,311
41508,326,56,100
154453,76,41,72
322495,10578,185,1480
549758,4105,480,415
336759,2372,235,608
76996,1709,55,0
147668,1438,64,315
243149,4890,401,1191
792226,27230,607,1852
20834,81,12,45
501234,21992,325,3669
258090,4508,111,720
97756,1614,30,80
66810,104,24,59
65272,1062,539,472
739340,10372,1172,5674
36112519,1355012,22416,170801
3520365,255978,3514,22879
2035996,98223,1542,4779
2786537,102347,5136,21404
3049769,236628,8534,29402
2213440,206786,1942,9706
760087,22674,1262,11189
156517,3155,182,265
560446,6725,691,528
601261,3875,202,1192
7064,96,6,23
337203,10862,502,278
824331,3300,466,701
267660,4994,252,1208
291588,9645,288,1521
595287,12023,673,3782
3439330,140769,7204,8014
73107,278,44,39
807990,3932,865,4057
84824,119,38,181
152847,6216,141,957
78180,1340,172,140
428269,23185,323,6268
129394,146,31,245
841231,20797,337,1533
60882,767,23,104
386413,13507,275,2815
742354,6122,877,1035
219446,356,44,39
1729056,25481,4119,9910
376322,14095,322,3159
205576,1519,355,842
1392393,60231,1396,12582
641562,27774,416,3780
261689,8194,114,750
54084,305,10,64
1921390,21613,2180,20389
1387381,49257,614,3226
1017701,12710,456,2361
487797,1836,132,1417
286917,6958,262,2409
518783,4888,328,630
75455,481,100,90
591485,22133,232,2233
1068728,51117,2440,3113
183584,1281,103,269
17912,1535,13,174
493961,11835,340,638
90216,1663,114,281
247217,1692,157,377
422913,2545,260,525
1361785,12240,540,2981
77858,1361,96,680
499470,3083,81,1644
237347,1431,134,182
75328,0,0,179
18269,1490,24,405
942770,18329,358,2058
84868,57,29,69
199356,8130,128,1480
127775,3200,22,119
1398941,60102,30672,29125
1180803,19956,706,1587
842085,4357,427,961
407054,20726,438,1226
74279,0,0,151
92116,107,22,52
162601,3665,119,948
443136,4065,946,517
265821,2458,145,470
50692,3785,15,386
585795,9319,304,382
12646,650,6,113
37851,172,35,48
39980116,1420088,26137,177598
4262630,284464,4430,25169
54105,579,22,170
2733897,116224,2401,5561
728277,13051,763,917
4078502,280132,11964,36445
3105570,109375,5853,23011
596482,45517,315,5077
808784,8544,981,664
335869,10757,106,747
1164269,7221,518,1572
197247,5356,88,737
2624282,227801,2259,10543
108376,534,57,74
841160,24386,1363,11998
81203,2987,74,506
838728,32812,541,4249
559143,15023,676,2967
636562,3149,162,526
169684,1680,277,688
132503,7086,76,594
102552,3557,201,1746
677098,18993,1253,4876
346236,6588,315,3849
545664,3719,897,278
181616,204,77,295
328792,5329,127,1263
116860,60,35,53
86673,943,24,222
5489650,44488,5598,7281
141885,5595,87,835
3408,14,2,5
300933,1907,35,74
348498,0,0,573
738691,32245,551,8103
1036779,19717,566,4440
778424,14125,881,4472
40514,663,71,0
267684,27111,189,2506
135800,790,73,103
529590,14448,947,454
317382,2997,617,1036
335726,2203,519,1300
193052,6358,86,464
195111,3177,265,1494
1225851,4180,763,863
304727,5388,277,1318
5936769,170519,9623,9932
333107,10386,316,1604
354067,8774,371,1231
226892,9244,188,601
240821,3261,275,673
42261,450,7,146
268385,2446,1437,971
145866,2274,230,549
940301,22684,370,1589
873792,4107,924,4234
121113,1482,521,567
627926,15116,1153,4037
11649,504,10,111
329925,5297,174,408
22438,1152,15,209
39423,3384,48,296
517551,12312,206,958
58884,2362,11,141
57831,1613,254,571
508604,4908,684,2677
150079,1757,219,173
149235,166,36,280
25436,88,20,16
90975,2772,38,679
315632,28335,599,3362
498175,10355,435,3284
409653,2105,430,192
105164,5122,93,1248
166929,3412,335,1055
67173,87,19,64
662985,13779,451,1114
425618,15411,355,3555
45420,346,38,104
151506,9158,35,442
771042,16811,581,868
430408,6753,59,135
14851,555,1,14
48584,938,22,57
79323,5829,111,122
27856,2451,6,987
820790,1157,511,735
2825,181,3,33
642575,10074,75,770
1053434,36919,597,2870
42862117,1465001,28312,182514
1194472,16024,284,1343
817785,29822,197,2042
576185,23672,419,5553
750825,17322,427,1893
637992,17295,300,1242
4697844,301355,4946,26612
140780,4171,41,393
110168,591,54,121
191760,12998,118,1871
813911,22405,220,1461
292015,6361,229,347
4293828,202649,6486,24397
325270,2793,1103,895
399888,7665,257,2540
79126,811,34,239
369431,12024,194,1112
579677,3351,965,264
83184,1936,32,302
168970,1472,74,527
2863620,119564,2549,5709
36126,0,0,182
3342073,114743,6300,24094
4290141,287278,12527,37771
427956,7562,539,3262
239348,3213,287,921
135936,14730,67,941
80700,42,37,72
54403,471,57,91
581532,4585,2179,1910
209383,3336,259,1095
852640,20109,947,3874
339678,13975,324,3344
189377,4959,133,858
127583,3813,56,1074
462386,2759,301,603
82878,740,22,337
130291,10559,113,837
911886,9210,1089,710
598268,44326,350,3539
144186,7576,23,508
73229,1024,16,32
6953,40,2,1
216275,948,194,49
655974,47429,417,5221
128508,10028,319,1153
323909,2427,210,778
311074,26344,433,2203
301982,8682,159,675
445553,2842,412,456
216979,1463,136,223
1372224,8294,688,1819
1697106,166768,2014,4829
2782115,234929,2408,10869
221948,7656,135,972
152588,7639,819,1029
77808,108,19,76
102520,1585,121,484
887391,33913,564,4300
56201,2368,86,119
22790,117,10,24
330478,5520,529,2523
112589,1175,37,170
183247,3499,269,2163
204627,7523,146,1618
142289,2759,61,486
484316,36220,767,4250
191557,4070,61,1052
124266,1436,83,87
108323,527,43,47
301261,9998,231,611
2021267,66102,1696,5192
945936,14026,154,991
1491281,18365,427,1543
783082,13069,251,2314
963679,33470,249,2314
936493,33373,629,7363
427604,30450,315,4525
3086728,30209,988,3181
958130,31958,536,4069
45064699,1494997,29812,186005
213831,12083,701,3968
855406,21173,373,1517
296590,17827,216,2681
854494,18848,585,1427
646811,19358,544,4221
5034472,314131,5291,27475
141997,2474,178,1137
1086512,27373,265,1840
92184,1142,19,164
469484,9519,149,1906
96060,1025,97,153
202252,774,89,176
166619,4679,49,433
466256,4042,1989,1611
4902635,217307,8642,26146
270120,1710,167,333
518645,8873,326,2828
597425,17570,304,1520
1142914,8307,258,412
461184,20362,244,3421
122243,12348,585,1902
82978,837,34,242
18846,105,31,32
40211,0,0,2088
841815,3912,1136,296
273063,8652,97,2555
43625,457,40,73
2933678,121523,2633,5064
385616,2794,148,817
11696,64,3,1
64402,0,0,225
67479,106,22,52
27656,870,11,196
3536383,119040,6583,24913
39784,907,150,901
418120,6231,173,663
4389912,290383,12805,38206
248512,13977,101,1041
142792,65,57,98
102091,2282,12,142
461288,4673,552,1172
718219,5471,2948,2517
73175,9220,13,1033
92601,757,62,114
845252,53750,463,4276
106879,742,47,186
203984,20083,103,1135
19437,1052,11,65
172183,1890,98,336
939113,21569,1013,4098
58456,852,2,308
47002,436,38,114
204928,5170,89,1134
372785,2297,69,57
300292,2511,167,106
694113,3365,383,657
196458,13625,170,1036
17929,732,12,136
809699,0,0,0
93231,1219,18,38
1685468,21637,530,3517
1393971,28302,1198,2155
2469706,78377,2076,6349
1241243,13932,321,1219
1035004,15079,188,1084
1014829,44760,1636,14713
929557,71749,960,12751
3109832,21616,1184,898
201241,2673,15,693
806520,44145,700,6367
328533,6967,307,810
123728,1052,73,540
349096,17524,1004,5587
339708,13873,137,8769
263207,4690,304,742
341017,9622,76,1928
292016,3005,732,2837
93354,992,15,255
78290,296,41,49
109867,3304,40,348
118159,1196,93,140
4159821,34584,1133,3486
78721,43,20,39
1012470,34540,270,2375
54471,2117,18,120
7062,123,5,42
349932,6817,117,613
484199,13571,428,1413
131572,664,41,85
218690,1654,91,157
401020,1960,397,176
1257147,18035,510,3273
1286401,25151,980,1885
537419,2867,996,293
46707200,1513428,30566,188160
327271,12076,377,4151
13425,984,19,101
359605,24307,85,2695
335388,10929,217,4379
337440,4446,325,1804
983467,23624,416,1648
164363,12198,282,775
67084,1521,96,356
225909,1030,203,60
331142,19145,243,2849
375883,2863,216,861
54161,6835,43,542
83057,1330,25,95
145405,3912,122,2427
789850,21153,613,4509
319622,11834,315,1974
557814,4207,354,1060
67401,2606,70,338
220430,17609,1230,2767
1279985,30296,300,2069
744025,27509,387,4074
307376,5296,74,340
409351,1485,125,192
113583,6142,346,949
5239892,321948,5483,28112
1238018,49970,612,3848
253260,18295,362,1263
5332719,229049,9451,27237
118179,3977,56,1288
524022,4630,2260,1793
660104,19172,359,1637
295666,1870,82,298
711526,23489,128,1150
16788,86,5,2
138396,17583,208,1637
163773,7144,83,2677
172546,8866,115,686
2305503,50046,13143,51004
1120261,5657,1575,3991
382512,2299,285,2356
143046,324,22,39
2561235,137683,2866,20412
336560,31911,151,2053
518182,21070,421,1886
2058710,74678,3271,22889
2139504,24640,642,3959
586633,13988,631,767
2054204,38148,1813,2793
490845,12472,180,581
69382,290,40,56
152680,4932,59,424
1388537,22494,2137,7381
92851,1168,75,214
549211,18694,225,11095
459271,2248,416,183
180342,4252,236,815
4894041,28103,1820,1135
609553,3161,1014,316
2677094,83756,2145,6869
32634,482,10,0
246253,5810,71,279
283152,3749,29,896
434537,16693,163,2110
52485,368,13,152
1254122,12567,315,959
147019,5605,148,2761
40457,1020,15,184
21286,0,0,79
617979,30026,608,4342
519912,13404,125,2565
71371,1306,18,274
785136,46291,1170,6528
903482,47400,791,6847
119395,5284,20,667
396494,25398,2429,7599
57289,2195,17,182
208874,2814,31,159
472327,23042,368,4088
311500,30451,381,2423
119049,1364,86,55
75342,40,32,54
1245334,25732,945,2819
133442,2032,418,1260
45444,209,89,255
392644,2421,249,694
140621,3274,154,686
125111,2018,90,130
1826476,24678,960,4346
300416,9962,1138,1030
272333,11116,662,1405
553991,16438,547,5399
336737,2307,125,201
640890,34876,137,3785
384280,18724,1064,6070
121214,1722,16,62
132314,2219,237,367
210833,818,248,53
506251,7475,111,437
41200,0,0,11
297185,6274,77,574
225760,14767,426,459
1844012,22094,992,772
291737,7065,539,715
119182,1248,114,1
54999,6680,43,264
4583101,36709,1202,3641
117588,4773,75,699
374225,3529,932,3452
88926,121,21,62
12423,629,7,62
74600,480,71,98
3749401,77673,17064,69411
1746352,9413,2662,6794
935121,34765,861,7402
790806,3618,503,3632
775232,53796,462,3146
339694,618,58,76
398343,7180,129,1212
607501,13830,262,870
227864,8613,96,1082
976803,31107,953,2774
3099854,153864,3464,22657
71309,98,16,172
936298,19675,433,964
72249,311,61,55
862680,32626,743,4909
330796,9334,445,4837
804534,17185,845,898
394048,2374,412,324
77527,913,65,197
111176,7773,117,1364
1245352,6555,799,4162
91575,1226,16,201
500901,9891,162,526
103872,1171,108,406
570363,3025,1004,267
2344775,42651,1948,3071
2126562,30356,3129,9761
343880,3105,641,3402
415409,23583,251,2698
287199,3848,330,892
441069,2832,313,632
139499,1355,106,446
29007,41,9,40
77276,638,22,0
1806169,17187,2328,1924
1693989,50370,5782,7396
113186,3332,199,776
605378,19813,241,11753
259034,1052,90,465
373539,4064,589,732
403512,4110,948,2242
526498,18671,190,2352
237604,1566,28,134
185632,5671,65,467
216710,4476,270,1194
6582589,31461,2203,1293
237796,11880,159,2516
30916,265,56,170
588261,7539,311,2272
164877,1941,92,348
480539,4819,242,407
142711,1829,304,567
198917,6000,259,0
111834,4748,55,578
227546,4741,303,959
2815809,86906,2190,7118
1365985,13280,342,1003
465835,36824,787,2951
332443,4355,32,979
768248,36449,3985,10506
66372,87,22,63
91158,2739,87,208
235869,1478,152,156
163739,18540,116,2373
263486,2904,192,98
95503,0,0,1957
43851,0,0,110
2303616,111000,2168,9914
1992980,58100,1785,10938
4691676,94522,19274,78469
689545,9808,196,1574
141831,3397,81,220
389066,3349,69,201
2120837,183925,1562,7698
367486,10921,225,2983
334367,6842,118,981
2070511,11373,3283,8251
1197005,5665,679,1230
333620,10705,138,1260
342227,14635,185,2080
1011653,17385,377,1072
82016,1471,22,255
516556,1354,224,172
1090412,65302,869,4082
89810,128,40,172
63084,328,44,88
1001111,4164,608,4056
1054120,33838,795,4452
2365239,53111,3071,2414
124871,140,34,248
932755,41596,575,4460
66322,781,46,107
12231,217,4,35
198649,5285,92,1148
769686,4419,502,2004
250944,30185,201,2959
431601,3030,288,757
71105,2421,67,223
69814,3191,85,359
423489,10474,654,5797
845021,8598,1717,7579
134697,4996,72,698
3381178,163273,3749,23831
258492,2605,2367,887
457688,5026,402,448
5021278,502037,13109,66854
1190755,23255,558,1110
221721,12119,222,1917
2618254,47360,2867,7357
405547,8964,351,893
26105,627,8,243
1921,17,0,0
195885,1181,107,233
2703778,18185,1778,3508
20123,483,6,30
28060,218,98,61
588869,2877,567,406
311643,4105,283,642
34797,614,20,120
49867,2172,78,620
2553669,45860,2053,3173
278009,2002,191,367
2278667,32218,3309,10193
1553522,18499,1064,4670
611344,11439,225,658
59991,94,16,42
3004542,23514,3137,2544
187349,3782,205,2087
234271,2034,240,116
869645,3703,1264,321
153855,4415,250,866
276695,2932,50,172
427769,20827,350,1379
712290,17066,611,1255
3756962,142151,4666,12806
75032,2438,14,159
414801,6578,494,757
1904644,310376,935,15981
149619,3438,369,1182
2275809,63375,2015,11608
1683147,44341,1348,5556
180887,7280,59,779
45985,138,12,69
622534,9616,199,1143
5444852,105943,20953,84482
651260,21653,320,3042
775217,10433,215,1749
602934,15169,326,3724
572615,2689,867,362
559561,40403,438,9251
207328,240,86,292
242137,6468,127,3509
64093,1078,20,193
74793,51,27,56
508003,3127,114,532
139310,1761,171,237
137058,1892,267,1167
76297,1032,67,56
56601,2682,17,400
179528,9714,96,809
176137,6883,168,1295
528552,3401,366,679
893468,5981,156,293
163371,5081,85,414
1329011,19794,471,1270
2307726,13019,3746,7554
97361,1589,38,482
2046208,8383,1218,1634
33455,368,19,52
307042,3527,194,658
378438,11508,154,1348
610864,1808,316,207
66422,538,52,140
291548,2156,4281,767
38774,397,11,62
154782,512,74,142
1215790,70398,1021,4420
598022,56029,408,4895
93370,8030,22,340
646953,20319,278,2153
3563460,23228,2327,4584
1105631,4443,678,4294
246490,2965,44,208
124864,9652,152,1886
125165,6359,45,323
82810,2585,35,483
403691,2550,154,665
391939,2543,208,334
420244,4047,66,210
7435,49,4,8
1055777,45900,648,4711
292626,7479,237,850
37326,1857,5,108
40945,547,17,190
306765,6722,133,1316
3804327,67187,3968,2862
141804,150,40,280
23963,620,5,40
143477,2009,215,523
133756,1076,74,155
7660,177,6,6
46617,1704,27,193
19473,354,7,0
41326,156,20,122
1550231,6614,827,2894
1026043,28834,256,1691
828035,33861,254,2233
1996556,21508,951,2166
440776,11122,416,1248
18345,483,12,27
603036,19723,2639,10828
126057,3244,21,190
430548,4167,219,442
276689,7732,1340,1876
135923,4800,33,606
786345,14761,342,996
134594,6575,140,2618
140095,1201,83,705
4179635,149445,5188,13368
601437,3457,939,451
388303,2075,484,303
123626,2072,68,255
413365,3864,599,1863
276792,4276,367,1656
23647,0,0,116
172393,7308,154,712
1851062,47103,1457,5801
39269,504,15,70
319153,10010,289,1908
113861,10771,29,1330
190808,3863,459,1340
240720,8914,741,783
162613,3375,91,245
525315,3532,420,894
213805,7594,145,2016
697957,10256,213,1223
42013,308,43,30
753034,23702,374,3275
17189,1283,10,82
172966,1096,43,157
389083,8467,175,3958
5925052,112929,21913,88278
271171,2043,196,620
245370,2302,2474,787
132809,4797,35,672
75476,859,26,98
824568,49550,881,10906
132864,1915,52,119
103594,1672,27,310
93948,7077,89,929
105543,1433,49,286
64104,2306,206,937
153567,1222,34,458
418801,13709,395,1753
109794,342,57,170
407722,3243,420,778
176221,10340,266,1321
258319,282,110,336
3193861,10368,3340,1567
219848,13482,255,2535
224345,3766,98,591
126671,62,44,53
2733401,213684,1944,8972
829089,10699,221,1796
305904,4310,66,423
144605,3753,61,401
56631,534,18,91
66890,1345,30,298
58829,96,19,55
82478,738,117,578
212579,1616,122,389
1526031,22415,553,1368
1004000,38693,319,2562
1179896,12930,324,678
909867,128295,387,6224
40943,842,36,56
356139,10635,113,1230
233298,13897,448,5127
1140130,30328,4405,16582
438553,13040,446,4336
1434487,43835,5728,14812
515335,11554,2240,2824
1083652,94807,3035,17205
174031,5139,58,471
152066,3639,23,200
6900748,98438,3372,3924
212822,2828,102,347
238445,4935,512,1870
508524,5481,668,2944
312749,11450,708,1159
83499,352,12,35
51903,85,19,67
201189,15623,166,2673
303450,6572,178,1589
207937,1570,119,913
106881,1340,13,147
371699,1897,457,315
1144377,18862,519,1348
27190,275,12,0
8958510,6892,6236,1070
326731,2066,218,693
607842,3975,1036,321
151951,9941,127,887
187279,15108,49,1744
175544,20983,107,3238
4475216,154077,5479,13676
33244,3755,17,347
132267,13324,65,582
240689,3252,2104,1225
660613,12592,162,629
125080,1540,50,250
72990,793,59,106
815034,19381,307,0
50454,0,0,157
138638,470,56,468
203838,8176,173,812
82633,3172,30,336
129228,4419,120,884
529777,5934,641,1977
1530560,961,20,111
82012,5966,45,845
42462,673,10,342
651006,41899,245,2867
22862,96,46,27
1996549,48979,1547,6015
287079,9124,165,2363
40567,177,7,97
16472,1256,5,91
78936,886,31,117
753911,11975,343,939
132355,925,53,259
340915,10459,296,2016
203190,4038,472,1356
47568,4024,41,800
814213,4278,560,997
1005259,45800,1933,2775
806724,24732,396,3357
741932,10636,222,1267
122225,8106,109,1012
553072,28564,184,1590
906470,25075,980,6450
1175010,11586,674,1373
980574,107797,1413,8842
459040,21663,713,7578
851859,50204,960,4952
2366078,416421,2013,94522
267282,3997,52,954
494295,8127,772,3186
2132261,210802,841,8782
195246,3889,444,1404
59296,1069,51,72
2059581,139726,6088,24067
1806007,50835,6498,16492
576436,15389,638,5151
507866,13317,752,1729
387045,5146,312,2352
84286,434,46,121
371493,2007,414,218
528095,2864,901,331
365834,26935,168,1018
44456,36,7,22
244483,13244,104,645
54454,0,0,0
481174,23695,299,4041
397006,15201,204,1439
226342,808,70,403
8882597,133022,5064,5798
377157,2711,279,859
1361869,100796,1255,3514
596664,20857,716,4610
301672,27704,733,5120
71414,796,52,85
56297,784,13,109
221268,4910,73,637
241559,2353,2388,954
276792,16176,2160,3346
560997,3024,257,159
175490,9514,245,1070
265108,3296,127,466
61961,0,0,0
375387,1272,282,1127
86882,1143,16,452
537147,3977,355,931
54059,802,35,147
178294,16613,141,2064
215350,5796,68,522
266594,18547,228,3212
1881015,65474,484,4169
35009,727,4,31
3573227,3086,218,384
106777,4682,79,641
97181,2350,46,365
25881,244,0,19
388432,1719,102,270
255952,13896,196,1094
56059,438,20,0
113581,1908,57,201
466589,8398,259,2095
173173,3886,25,217
374812,12716,326,1905
9629,802,8,70
635547,3926,481,290
150029,15722,41,553
1413937,29733,516,0
28017,744,19,126
211177,1160,392,454
408475,12532,392,4364
104652,828,37,181
25969,0,0,26
69420,6428,42,501
682001,16096,1188,1511
252758,1272,224,1363
837813,28368,1549,9134
140540,2713,45,718
1743432,154766,1538,13166
1592866,55034,614,2319
2665601,98827,2617,9293
1585857,53116,1416,4802
620536,21856,479,3038
1858896,150775,2287,10837
760525,35521,242,1856
543174,32739,370,6128
4684797,575407,3488,114328
194824,4399,344,877
556542,3721,401,1097
86332,2059,27,140
75829,1286,34,398
74736,904,47,111
330070,1853,409,253
216891,10039,324,2099
48567,381,28,207
555221,2890,971,301
55267,621,16,227
345274,4740,72,1093
318545,16921,105,2462
64297,1448,87,58
405549,55327,809,13811
700909,36295,5381,6835
513360,7865,1093,1548
69205,802,73,68
936066,12279,1314,5170
137975,5933,110,1995
2616513,231267,979,9540
20260,0,0,91
420705,13513,344,1024
309681,5134,256,1522
487436,24299,2819,2765
513684,23154,772,8119
96175,88,24,75
37510,610,12,30
76255,1276,51,83
37728,245,91,358
313113,23856,207,2644
204686,858,222,30
258356,4448,588,1606
858179,25116,385,1923
495358,56066,295,9797
162918,2270,402,1540
92921,2620,42,146
81505,2869,95,135
5747646,19750,7317,1619
325310,6061,93,797
21331,1533,10,125
208434,22762,113,3711
867118,34370,532,5055
267937,16362,358,542
140149,1900,152,376
133235,2666,113,161
552612,30591,3872,1669
230203,4226,198,2125
82535,3144,53,1146
170799,5785,38,487
65426,3490,181,410
117016,1388,66,280
67128,2146,137,258
496160,37264,1034,6371
175244,680,69,167
659028,16785,748,5549
2311292,148779,6632,25713
425463,30123,197,1075
79915,3996,41,1091
1418005,26294,2587,2392
3529684,107263,3100,10281
493845,6255,562,550
796349,12219,263,1957
648696,23784,439,4985
583273,2391,418,2423
169569,2370,194,757
373011,12606,413,4382
2869700,213596,3448,17311
1053093,30657,815,4005
78821,157,24,244
235248,8198,707,1684
614320,27602,562,4522
3929768,441310,8355,41287
1018020,31449,1759,9959
4640731,155163,4100,13552
66353,839,18,160
147195,4188,152,602
2362360,166721,2609,11553
2005965,66011,789,2707
66978,271,43,58
286873,1613,529,332
130710,14558,151,10406
404794,14782,534,3177
816313,37200,255,1993
242592,3520,71,548
221726,3670,73,928
82177,1053,58,167
274374,3720,324,919
466235,3271,351,652
128402,4570,200,790
115489,4119,152,0
853067,5456,777,2766
28351,53,5,43
133086,1902,66,545
132301,782,57,378
53119,302,57,69
81133,6891,143,765
157600,1498,111,403
140075,2866,47,202
90337,1247,25,73
764234,12155,1372,1147
260926,8981,186,3171
5801679,621123,4186,118079
89085,5911,117,55
